TemplateType=fptcustomcustom,Version=2019.0127,TemplateSignature=T1VURVJXRUFSLEJMQVpFUg==,上3行は Amazon.com 記入用です。上3行は変更または削除しないでください。.,,,,,,,,,,,,,,,,,,,,,,,画像,,,,,,,,バリエーション,,,,商品基本情報,,,,,,,,,,,商品検索情報,,,,,,,,,,,,,,,,推奨ブラウズノード別の情報,出品情報,,,,,,,,,,,,,,,,,,,,,,,
feed_product_type,出品者SKU,ブランド名,商品名,商品コード(JANコード等),商品コードのタイプ,表地素材,推奨ブラウズノード,サイズ,カラー,カラーマップ,対象年齢・性別,サイズマップ,在庫数,商品の販売価格,商品メイン画像URL,素材構成,素材構成,素材構成,素材構成,素材構成,素材構成,素材構成,素材構成,素材構成,素材構成,商品のサブ画像URL,商品のサブ画像URL,商品のサブ画像URL,商品のサブ画像URL,商品のサブ画像URL,商品のサブ画像URL,商品のサブ画像URL,商品のサブ画像URL,親子指定,親商品のSKU(商品管理番号),親子関係のタイプ,バリエーションテーマ,アップデート・削除,メーカー型番,商品説明文,ヒールのタイプ,留め具のタイプ,モデル年(発売年・発表年),inner_material_type1,inner_material_type2,inner_material_type3,inner_material_type4,inner_material_type5,商品説明の箇条書き,商品説明の箇条書き,商品説明の箇条書き,商品説明の箇条書き,商品説明の箇条書き,検索キーワード,ライフスタイル,ライフスタイル,スタイルキーワード,シーズン,プラチナキーワード,プラチナキーワード,プラチナキーワード,プラチナキーワード,プラチナキーワード,コート・ワンピース・チュニック着丈,material_type,出荷作業日数,商品のコンディション,商品のコンディション説明,ポイント,セール時ポイント,商品の公開日,予約商品の販売開始日,メーカー希望価格,使用しない支払い方法,配送日時指定SKUリスト,セール価格,セール開始日,セール終了日,商品の入荷予定日,最大注文個数,ギフトメッセージ,ギフト包装,メーカー製造中止,配送パターン,販売形態(並行輸入品),item_package_quantity,廃盤日,販売開始日,商品タックスコード
outerwear,PAT02JK-CEL-M,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Celadon M,191743579127,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,M,Celadon,Celadon,レディーズ,M,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/CEL.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-CEL-L,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Celadon L,191743579158,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,L,Celadon,Celadon,レディーズ,L,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/CEL.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-DRIGREPU-XS,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Drifter Grey/Pipe Purple XS,191743577680,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,XS,Drifter Grey/Pipe Purple,Drifter Grey/Pipe Purple,レディーズ,XS,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/DRIGREPU.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-DRIGREPU-S,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Drifter Grey/Pipe Purple S, ,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,S,Drifter Grey/Pipe Purple,Drifter Grey/Pipe Purple,レディーズ,S,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/DRIGREPU.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-DRIGREPU-M,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Drifter Grey/Pipe Purple M,191743577734,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,M,Drifter Grey/Pipe Purple,Drifter Grey/Pipe Purple,レディーズ,M,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/DRIGREPU.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-DRIGREPU-L,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Drifter Grey/Pipe Purple L,191743577741,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,L,Drifter Grey/Pipe Purple,Drifter Grey/Pipe Purple,レディーズ,L,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/DRIGREPU.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-PEL-XS,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Pelican XS,191743583223,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,XS,Pelican,Pelican,レディーズ,XS,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/PEL.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-PEL-S,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Pelican S, ,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,S,Pelican,Pelican,レディーズ,S,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/PEL.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-PEL-M,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Pelican M,191743583261,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,M,Pelican,Pelican,レディーズ,M,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/PEL.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-PEL-L,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Pelican L,191743583285,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,L,Pelican,Pelican,レディーズ,L,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/PEL.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-PEL-XL,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Pelican XL,191743583308,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,XL,Pelican,Pelican,レディーズ,XL,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/PEL.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-DRIGRE-XS,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Drifter Grey XS,191743217050,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,XS,Drifter Grey,Drifter Grey,レディーズ,XS,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/DRIGRE.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-DRIGRE-S,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Drifter Grey S, ,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,S,Drifter Grey,Drifter Grey,レディーズ,S,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/DRIGRE.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-DRIGRE-M,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Drifter Grey M,191743217104,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,M,Drifter Grey,Drifter Grey,レディーズ,M,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/DRIGRE.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-DRIGRE-L,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Drifter Grey L,191743217135,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,L,Drifter Grey,Drifter Grey,レディーズ,L,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/DRIGRE.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-DRIGRE-XL,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Drifter Grey XL,191743217166,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,XL,Drifter Grey,Drifter Grey,レディーズ,XL,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/DRIGRE.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-BIRWH-XS,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Birch White XS,191743337437,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,XS,Birch White,Birch White,レディーズ,XS,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/BIRWH.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-BIRWH-S,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Birch White S, ,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,S,Birch White,Birch White,レディーズ,S,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/BIRWH.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-BIRWH-M,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Birch White M,191743337451,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,M,Birch White,Birch White,レディーズ,M,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/BIRWH.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-BIRWH-L,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Birch White L,191743337468,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,L,Birch White,Birch White,レディーズ,L,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/BIRWH.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-BIRWH-XL,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Birch White XL,191743337475,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,XL,Birch White,Birch White,レディーズ,XL,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/BIRWH.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-KILPK-XS,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Kiln Pink XS,191743218088,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,XS,Kiln Pink,Kiln Pink,レディーズ,XS,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/KILPK.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
outerwear,PAT02JK-KILPK-S,Patagonia,Patagonia Organic Cotton Quilt Snap-T Pullover Sweatshirt - Women's Kiln Pink S, ,UPC,"[face fabric] 79% organic cotton, 21% polyester, [cuffs, hem] 99% organic cotton, 1% spandex, [pocket, placket, inner collar] 100% nylon, DWR treatment",2131480051,S,Kiln Pink,Kiln Pink,レディーズ,S,1,30731.25,http://kai8217.xsrv.jp/backcountry_img/KILPK.jpg,,,,,,,,,,,http://kai8217.xsrv.jp/backcountry_img/SNBL_D5.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/SNBL_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/KILPK_D2.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D1.jpg,http://kai8217.xsrv.jp/backcountry_img/BIRWH_D3.jpg,http://kai8217.xsrv.jp/backcountry_img/DRIGRE_D8.jpg,,child,PAT02JK,Variation,SizeColor,Update,, ,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,テスト,JP Parallel Import,,,,
